"filename", "language", "Java", "Markdown", "JSON", "YAML", "Ini", "XML", "Log", "Java Properties", "comment", "blank", "total"
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\StarParty\StarListener$8.class", "Java", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\StarParty\StarListener$9.class", "Java", 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\StarParty\StarListener.class", "Java", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\StarParty\StarParty$1.class", "Java", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\StarParty\StarParty.class", "Java", 83, 0, 0, 0, 0, 0, 0, 0, 0, 1, 84
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\StarParty\StarUtil.class", "Java", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\WorldEditUtil\BiomeChanger.class", "Java", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\WorldEditUtil\EmptyWorldGenerator.class", "Java", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\bin\WorldEditUtil\StructureLoader.class", "Java", 59, 0, 0, 0, 0, 0, 0, 0, 1, 0, 60
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\flagCapture\Color.java", "Java", 11, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\flagCapture\Flag.java", "Java", 63, 0, 0, 0, 0, 0, 0, 0, 0, 17, 80
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\flagCapture\FlagTab.java", "Java", 19, 0, 0, 0, 0, 0, 0, 0, 1, 10, 30
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\flagCapture\Main.java", "Java", 204, 0, 0, 0, 0, 0, 0, 0, 1, 61, 266
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\resources\fitzche.json", "JSON", 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\resources\plugin.yml", "YAML", 0, 0, 0, 26, 0, 0, 0, 0, 0, 1, 27
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\resources\voyant.json", "JSON", 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\.VSCodeCounter\2025-06-19_14-00-25\details.md", "Markdown", 0, 187, 0, 0, 0, 0, 0, 0, 0, 6, 193
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\.VSCodeCounter\2025-06-19_14-00-25\diff-details.md", "Markdown", 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 15
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\.VSCodeCounter\2025-06-19_14-00-25\diff.md", "Markdown", 0, 12, 0, 0, 0, 0, 0, 0, 0, 7, 19
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\.VSCodeCounter\2025-06-19_14-00-25\results.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\.VSCodeCounter\2025-06-19_14-00-25\results.md", "Markdown", 0, 37, 0, 0, 0, 0, 0, 0, 0, 7, 44
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\.VSCodeCounter\2026-03-29_15-59-57\details.md", "Markdown", 0, 241, 0, 0, 0, 0, 0, 0, 0, 6, 247
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\.VSCodeCounter\2026-03-29_15-59-57\diff-details.md", "Markdown", 0, 419, 0, 0, 0, 0, 0, 0, 0, 6, 425
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\.VSCodeCounter\2026-03-29_15-59-57\diff.md", "Markdown", 0, 82, 0, 0, 0, 0, 0, 0, 0, 7, 89
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\.VSCodeCounter\2026-03-29_15-59-57\results.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\.VSCodeCounter\2026-03-29_15-59-57\results.md", "Markdown", 0, 47, 0, 0, 0, 0, 0, 0, 0, 7, 54
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\RoleStar.java", "Java", 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Chewbaca.java", "Java", 22, 0, 0, 0, 0, 0, 0, 0, 1, 10, 33
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\DarkMaul.java", "Java", 27, 0, 0, 0, 0, 0, 0, 0, 0, 10, 37
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\DarkVador.java", "Java", 35, 0, 0, 0, 0, 0, 0, 0, 0, 12, 47
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Dooku.java", "Java", 46, 0, 0, 0, 0, 0, 0, 0, 0, 10, 56
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Grievous.java", "Java", 22, 0, 0, 0, 0, 0, 0, 0, 1, 8, 31
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\HanSolo.java", "Java", 24, 0, 0, 0, 0, 0, 0, 0, 1, 9, 34
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Impe.java", "Java", 34, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Jango.java", "Java", 103, 0, 0, 0, 0, 0, 0, 0, 0, 20, 123
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Leila.java", "Java", 31, 0, 0, 0, 0, 0, 0, 0, 1, 8, 40
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Luke.java", "Java", 29, 0, 0, 0, 0, 0, 0, 0, 0, 8, 37
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Obiwan.java", "Java", 30, 0, 0, 0, 0, 0, 0, 0, 0, 11, 41
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Palpatine.java", "Java", 32, 0, 0, 0, 0, 0, 0, 0, 1, 10, 43
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\QuiGon.java", "Java", 36, 0, 0, 0, 0, 0, 0, 0, 1, 10, 47
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Stormtrooper.java", "Java", 12, 0, 0, 0, 0, 0, 0, 0, 2, 7, 21
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Windu.java", "Java", 30, 0, 0, 0, 0, 0, 0, 0, 1, 10, 41
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\Role\Yoda.java", "Java", 25, 0, 0, 0, 0, 0, 0, 0, 1, 8, 34
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\RolesStar.java", "Java", 54, 0, 0, 0, 0, 0, 0, 0, 0, 12, 66
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\StarListener.java", "Java", 404, 0, 0, 0, 0, 0, 0, 0, 7, 74, 485
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\StarParty.java", "Java", 316, 0, 0, 0, 0, 0, 0, 0, 8, 70, 394
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\StarParty\StarUtil.java", "Java", 59, 0, 0, 0, 0, 0, 0, 0, 0, 6, 65
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\WorldEditUtil\BiomeChanger.java", "Java", 33, 0, 0, 0, 0, 0, 0, 0, 1, 12, 46
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\WorldEditUtil\EmptyWorldGenerator.java", "Java", 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\WorldEditUtil\StructureLoader.java", "Java", 106, 0, 0, 0, 0, 0, 0, 0, 6, 43, 155
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\flagCapture\Color.java", "Java", 11, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\flagCapture\Flag.java", "Java", 64, 0, 0, 0, 0, 0, 0, 0, 0, 18, 82
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\flagCapture\FlagTab.java", "Java", 19, 0, 0, 0, 0, 0, 0, 0, 1, 10, 30
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\flagCapture\Main2.java", "Java", 247, 0, 0, 0, 0, 0, 0, 0, 1, 82, 330
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\Camp.java", "Java", 32, 0, 0, 0, 0, 0, 0, 0, 0, 10, 42
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\CharactUHC\Action.java", "Java", 418, 0, 0, 0, 0, 0, 0, 0, 8, 115, 541
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\CharactUHC\CharactListener.java", "Java", 45, 0, 0, 0, 0, 0, 0, 0, 5, 19, 69
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\CharactUHC\CharactRole.java", "Java", 272, 0, 0, 0, 0, 0, 0, 0, 54, 126, 452
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\CharactUHC\CharactRoleList.java", "Java", 70, 0, 0, 0, 0, 0, 0, 0, 3, 18, 91
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\CharactUHC\CharactUHC.java", "Java", 283, 0, 0, 0, 0, 0, 0, 0, 19, 116, 418
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\CharactUHC\Jauge.java", "Java", 47, 0, 0, 0, 0, 0, 0, 0, 0, 21, 68
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\CharactUHC\SpecialCharactItem.java", "Java", 66, 0, 0, 0, 0, 0, 0, 0, 0, 22, 88
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\CharactUHC\VisionPower.java", "Java", 79, 0, 0, 0, 0, 0, 0, 0, 0, 17, 96
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\Game.java", "Java", 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\GameStatut.java", "Java", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\InfinityStones\Stone.java", "Java", 88, 0, 0, 0, 0, 0, 0, 0, 9, 28, 125
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\InfinityStones\StonesType.java", "Java", 11, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\Utilisateur\Desktop\RB\Dev\MyCodes\GitHub\LoupGarouMinecraftPlugin\src\fr\fitzche\lgmore\Lg\GameLg.java", "Java", 1623, 0, 0, 0, 0, 0, 0, 0, 71, 466, 2160
